symbol,name,exchange,current_price,analysis_date,investment_score,investment_reason,investment_period,target_price,target_deadline,stop_loss_condition,competitive_advantage,risk_level
601318,中国平安,SH,57.58,2025-07-14,100,市盈率9.7倍，估值合理; 市净率1.1倍，账面价值支撑强; 大盘股，流动性好，风险相对较低; 年内表现稳健，波动适中,长期持有(1-3年),86.37,2026-07-14,股价跌破48.94元(15%止损); 市盈率超过14.5倍; 连续三个交易日成交量萎缩超过50%,行业龙头地位，市场份额稳定; 估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
601800,中国交建,SH,9.06,2025-07-14,100,市盈率6.7倍，估值合理; 市净率0.5倍，账面价值支撑强; 大盘股，流动性好，风险相对较低,长期持有(1-3年),13.59,2026-07-14,股价跌破7.70元(15%止损); 市盈率超过10.1倍; 连续三个交易日成交量萎缩超过50%,行业龙头地位，市场份额稳定; 估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
600015,华夏银行,SH,8.49,2025-07-14,100,市盈率6.7倍，估值合理; 市净率0.5倍，账面价值支撑强; 大盘股，流动性好，风险相对较低; 年内表现稳健，波动适中,长期持有(1-3年),12.735,2026-07-14,股价跌破7.22元(15%止损); 市盈率超过10.0倍; 连续三个交易日成交量萎缩超过50%,行业龙头地位，市场份额稳定; 估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
601311,骆驼股份,SH,8.85,2025-07-14,100,市盈率11.0倍，估值合理; 市净率1.1倍，账面价值支撑强; 年内表现稳健，波动适中,长期持有(1-3年),13.274999999999999,2026-07-14,股价跌破7.52元(15%止损); 市盈率超过16.5倍; 连续三个交易日成交量萎缩超过50%,估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
601963,重庆银行,SH,11.14,2025-07-14,100,市盈率6.0倍，估值合理; 市净率0.7倍，账面价值支撑强,长期持有(1-3年),16.71,2026-07-14,股价跌破9.47元(15%止损); 市盈率超过8.9倍; 连续三个交易日成交量萎缩超过50%,估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
600019,宝钢股份,SH,7.1,2025-07-14,100,市盈率16.0倍，估值合理; 市净率0.8倍，账面价值支撑强; 大盘股，流动性好，风险相对较低; 年内表现稳健，波动适中,长期持有(1-3年),10.649999999999999,2026-07-14,股价跌破6.03元(15%止损); 市盈率超过24.0倍; 连续三个交易日成交量萎缩超过50%,行业龙头地位，市场份额稳定; 净资产支撑强，安全边际较高,low
601319,中国人保,SH,8.53,2025-07-14,100,市盈率7.3倍，估值合理; 市净率1.4倍，账面价值支撑强; 大盘股，流动性好，风险相对较低; 年内表现稳健，波动适中,长期持有(1-3年),12.794999999999998,2026-07-14,股价跌破7.25元(15%止损); 市盈率超过11.0倍; 连续三个交易日成交量萎缩超过50%,行业龙头地位，市场份额稳定; 估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
600027,华电国际,SH,5.49,2025-07-14,100,市盈率7.8倍，估值合理; 市净率1.3倍，账面价值支撑强; 大盘股，流动性好，风险相对较低; 年内表现稳健，波动适中,长期持有(1-3年),8.235,2026-07-14,股价跌破4.67元(15%止损); 市盈率超过11.6倍; 连续三个交易日成交量萎缩超过50%,行业重要参与者，具备一定竞争优势; 估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
600461,洪城环境,SH,9.54,2025-07-14,100,市盈率9.2倍，估值合理; 市净率1.4倍，账面价值支撑强; 年内表现稳健，波动适中,长期持有(1-3年),14.309999999999999,2026-07-14,股价跌破8.11元(15%止损); 市盈率超过13.8倍; 连续三个交易日成交量萎缩超过50%,估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
600219,南山铝业,SH,3.91,2025-07-14,100,市盈率6.7倍，估值合理; 市净率0.9倍，账面价值支撑强; 年内表现稳健，波动适中,长期持有(1-3年),5.865,2026-07-14,股价跌破3.32元(15%止损); 市盈率超过10.0倍; 连续三个交易日成交量萎缩超过50%,估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
2966,苏州银行,SZ,9.11,2025-07-14,100,市盈率6.5倍，估值合理; 市净率0.8倍，账面价值支撑强; 年内表现稳健，波动适中,长期持有(1-3年),13.665,2026-07-14,股价跌破7.74元(15%止损); 市盈率超过9.8倍; 连续三个交易日成交量萎缩超过50%,估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
1,平安银行,SZ,12.98,2025-07-14,100,市盈率4.5倍，估值合理; 市净率0.6倍，账面价值支撑强; 大盘股，流动性好，风险相对较低; 年内表现稳健，波动适中,长期持有(1-3年),19.47,2026-07-14,股价跌破11.03元(15%止损); 市盈率超过6.7倍; 连续三个交易日成交量萎缩超过50%,行业龙头地位，市场份额稳定; 估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
600362,江西铜业,SH,23.5,2025-07-14,100,市盈率10.4倍，估值合理; 市净率1.0倍，账面价值支撑强; 大盘股，流动性好，风险相对较低; 年内表现稳健，波动适中,长期持有(1-3年),35.25,2026-07-14,股价跌破19.97元(15%止损); 市盈率超过15.6倍; 连续三个交易日成交量萎缩超过50%,行业重要参与者，具备一定竞争优势; 估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
600741,华域汽车,SH,18.58,2025-07-14,100,市盈率11.5倍，估值合理; 市净率0.9倍，账面价值支撑强; 大盘股，流动性好，风险相对较低; 年内表现稳健，波动适中,长期持有(1-3年),27.869999999999997,2026-07-14,股价跌破15.79元(15%止损); 市盈率超过17.3倍; 连续三个交易日成交量萎缩超过50%,行业重要参与者，具备一定竞争优势; 估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
600273,嘉化能源,SH,8.86,2025-07-14,100,市盈率10.9倍，估值合理; 市净率1.2倍，账面价值支撑强; 年内表现稳健，波动适中,长期持有(1-3年),13.29,2026-07-14,股价跌破7.53元(15%止损); 市盈率超过16.4倍; 连续三个交易日成交量萎缩超过50%,估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
601857,中国石油,SH,8.86,2025-07-14,100,市盈率8.7倍，估值合理; 市净率1.1倍，账面价值支撑强; 大盘股，流动性好，风险相对较低; 年内表现稳健，波动适中,长期持有(1-3年),13.29,2026-07-14,股价跌破7.53元(15%止损); 市盈率超过13.0倍; 连续三个交易日成交量萎缩超过50%,行业龙头地位，市场份额稳定; 估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
600618,氯碱化工,SH,10.3,2025-07-14,100,市盈率12.9倍，估值合理; 市净率1.3倍，账面价值支撑强; 年内表现稳健，波动适中,长期持有(1-3年),15.450000000000001,2026-07-14,股价跌破8.76元(15%止损); 市盈率超过19.3倍; 连续三个交易日成交量萎缩超过50%,估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
600585,海螺水泥,SH,23.17,2025-07-14,100,市盈率17.0倍，估值合理; 市净率0.7倍，账面价值支撑强; 大盘股，流动性好，风险相对较低; 年内表现稳健，波动适中,长期持有(1-3年),34.755,2026-07-14,股价跌破19.69元(15%止损); 市盈率超过25.4倍; 连续三个交易日成交量萎缩超过50%,行业龙头地位，市场份额稳定; 净资产支撑强，安全边际较高,low
601577,长沙银行,SH,10.4,2025-07-14,100,市盈率4.8倍，估值合理; 市净率0.6倍，账面价值支撑强,长期持有(1-3年),15.600000000000001,2026-07-14,股价跌破8.84元(15%止损); 市盈率超过7.2倍; 连续三个交易日成交量萎缩超过50%,估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
651,格力电器,SZ,47.25,2025-07-14,100,市盈率11.2倍，估值合理; 市净率1.9倍，账面价值支撑强; 大盘股，流动性好，风险相对较低; 年内表现稳健，波动适中,长期持有(1-3年),70.875,2026-07-14,股价跌破40.16元(15%止损); 市盈率超过16.8倍; 连续三个交易日成交量萎缩超过50%,行业龙头地位，市场份额稳定; 估值偏低，具备价值投资属性,low
776,广发证券,SZ,17.77,2025-07-14,100,市盈率12.2倍，估值合理; 市净率1.1倍，账面价值支撑强; 大盘股，流动性好，风险相对较低; 年内表现稳健，波动适中,长期持有(1-3年),26.655,2026-07-14,股价跌破15.10元(15%止损); 市盈率超过18.4倍; 连续三个交易日成交量萎缩超过50%,行业龙头地位，市场份额稳定; 估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
600020,XD中原高,SH,4.9,2025-07-14,100,市盈率7.7倍，估值合理; 市净率1.0倍，账面价值支撑强,长期持有(1-3年),7.3500000000000005,2026-07-14,股价跌破4.17元(15%止损); 市盈率超过11.6倍; 连续三个交易日成交量萎缩超过50%,估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
600507,方大特钢,SH,5.02,2025-07-14,100,市盈率11.6倍，估值合理; 市净率1.2倍，账面价值支撑强,长期持有(1-3年),7.529999999999999,2026-07-14,股价跌破4.27元(15%止损); 市盈率超过17.4倍; 连续三个交易日成交量萎缩超过50%,估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
600098,广州发展,SH,6.63,2025-07-14,100,市盈率12.8倍，估值合理; 市净率0.9倍，账面价值支撑强; 年内表现稳健，波动适中,长期持有(1-3年),9.945,2026-07-14,股价跌破5.64元(15%止损); 市盈率超过19.3倍; 连续三个交易日成交量萎缩超过50%,估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
601330,绿色动力,SH,7.67,2025-07-14,100,市盈率14.4倍，估值合理; 市净率1.3倍，账面价值支撑强; 年内表现稳健，波动适中,长期持有(1-3年),11.504999999999999,2026-07-14,股价跌破6.52元(15%止损); 市盈率超过21.7倍; 连续三个交易日成交量萎缩超过50%,估值偏低，具备价值投资属性; 净资产支撑强，安全边际较高,low
